"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CLMER7NF","journalArticle","2020","Graves, Rose A.; Haugo, Ryan D.; Holz, Andrés; Nielsen-Pincus, Max; Jones, Aaron; Kellogg, Bryce; Macdonald, Cathy; Popper, Kenneth; Schindel, Michael","Potential greenhouse gas reductions from Natural Climate Solutions in Oregon, USA","PLOS ONE","","1932-6203","10.1371/journal.pone.0230424","https://dx.plos.org/10.1371/journal.pone.0230424","Increasing concentrations of greenhouse gases (GHGs) are causing global climate change and decreasing the stability of the climate system. Long-term solutions to climate change will require reduction in GHG emissions as well as the removal of large quantities of GHGs from the atmosphere. Natural climate solutions (NCS), i.e., changes in land management, ecosystem restoration, and avoided conversion of habitats, have substantial potential to meet global and national greenhouse gas (GHG) reduction targets and contribute to the global drawdown of GHGs. However, the relative role of NCS to contribute to GHG reduction at subnational scales is not well known. We examined the potential for 12 NCS activities on natural and working lands in Oregon, USA to reduce GHG emissions in the context of the state’s climate mitigation goals. We evaluated three alternative scenarios wherein NCS implementation increased across the applicable private or public land base, depending on the activity, and estimated the annual GHG reduction in carbon dioxide equivalents (CO2e) attributable to NCS from 2020 to 2050. We found that NCS within Oregon could contribute annual GHG emission reductions of 2.7 to 8.3 MMT CO2e by 2035 and 2.9 to 9.8 MMT CO2e by 2050. Changes in forest-based activities including deferred timber harvest, riparian reforestation, and replanting after wildfires contributed most to potential GHG reductions (76 to 94% of the overall annual reductions), followed by changes to agricultural management through no-till, cover crops, and nitrogen management (3 to 15% of overall annual reductions). GHG reduction benefits are relatively high per unit area for avoided conversion of forests (125–400 MT CO2e ha-1). However, the existing land use policy in Oregon limits the current geographic extent of active conversion of natural lands and thus, avoided conversions results in modest overall potential GHG reduction benefits (i.e., less than 5% of the overall annual reductions). Tidal wetland restoration, which has high per unit area carbon sequestration benefits (8.8 MT CO2e ha-1 yr-1), also has limited possible geographic extent resulting in low potential (< 1%) of state-level GHG reduction contributions. However, cobenefits such as improved habitat and water quality delivered by restoration NCS pathways are substantial. Ultimately, reducing GHG emissions and increasing carbon sequestration to combat climate change will require actions across multiple sectors. We demonstrate that the adoption of alternative land management practices on working lands and avoided conversion and restoration of native habitats can achieve meaningful state-level GHG reductions.","2020-04-10","2020-04-27 18:35:25","2020-10-06 22:39:05","2020-04-27 18:35:25","e0230424","","4","15","","","","","","","","","","en","","","","","Crossref","","","","D:\Adatafolder\Zotero\storage\TKFXHX7Y\Graves et al. - 2020 - Potential greenhouse gas reductions from Natural C.pdf","","Biomass; Pools; Journal Article; Flux; Oregon","","Sihi, Debjani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFSQJAMA","report","2012","Vose, James M; Peterson, David L; Patel-Weynand, Toral","Effects of Climatic Variability and Change on Forest Ecosystems: A Comprehensive Science Synthesis for the U.S. Forest Sector","","","","","","This report is a scientific assessment of the current condition and likely future condition of forest resources in the United States relative to climatic variability and change. It serves as the U.S. Forest Service forest sector technical report for the National Climate Assessment and includes descriptions of key regional issues and examples of a risk-based framework for assessing climate-change effects.  By the end of the 21st century, forest ecosystems in the United States will differ from those of today as a result of changing climate. Although increases in temperature, changes in precipitation, higher atmospheric concentrations of carbon dioxide (CO2), and higher nitrogen (N) deposition may change ecosystem structure and function, the most rapidly visible and most significant short-term effects on forest ecosystems will be caused by altered disturbance regimes. For example, wildfires, insect infestations, pulses of erosion and flooding, and drought-induced tree mortality are all expected to increase during the 21st century. These direct and indirect climate-change effects are likely to cause losses of ecosystem services in some areas, but may also improve and expand ecosystem services in others. Some areas may be particularly vulnerable because current infrastructure and resource production are based on past climate and steady-state conditions. The ability of communities with resource-based economies to adapt to climate change is linked to their direct exposure to these changes, as well as to the social and institutional structures present in each environment. Human communities that have diverse economies and are resilient to change today will also be prepared for future climatic stresses.  Significant progress has been made in developing scientific principles and tools for adapting to climate change through science-management partnerships focused on education, assessment of vulnerability of natural resources, and development of adaptation strategies and tactics. In addition, climate change has motivated increased use of bioenergy and carbon (C) sequestration policy options as mitigation strategies, emphasizing the effects of climate change-human interactions on forests, as well as the role of forests in mitigating climate change. Forest growth and afforestation in the United States currently account for a net gain in C storage and offset approximately 13 percent of the Nation’s fossil fuel CO2 production. Climate change mitigation through forest C management focuses on (1) land use change to increase forest area (afforestation) and avoid deforestation, (2) C management in existing forests, and (3) use of wood as biomass energy, in place of fossil fuel or in wood products for C storage and in place of other building materials.  Although climate change is an important issue for management and policy, the interaction of changes in biophysical environments (e.g., climate, disturbance, and invasive species) and human responses to those changes (management and policy) will ultimately determine outcomes for ecosystem services and people. Although uncertainty exists about the magnitude and timing of climate-change effects on forest ecosystems, sufficient scientific information is available to begin taking action now. Building on practices compatible with adapting to climate change provides a good starting point for land managers who may want to begin the adaptation process. Establishing a foundation for managing forest ecosystems in the context of climate change as soon as possible will ensure that a broad range of options will be available for managing forest resources sustainably.","2012","2019-05-16 22:26:51","2020-10-10 00:45:43","","265","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","","","Government publication","","","","","","","D:\Adatafolder\Zotero\storage\IAB5Z44H\Vose et al. - 2012 - Effects of Climatic Variability and Change on Fore.pdf","","Processes; GTR; Climate","","","","","","","","","","","","","","","","","","","","PNW-GTR-870","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PNX69MG","journalArticle","2014","Hutyra, Lucy R.; Duren, Riley; Gurney, Kevin R.; Grimm, Nancy; Kort, Eric A.; Larson, Elisabeth; Shrestha, Gyami","Urbanization and the Carbon Cycle: Current Capabilities and Research Outlook From the Natural Sciences Perspective","Earth's Future","","23284277","10.1002/2014ef000255","","This paper explores the urban carbon cycle from the natural sciences perspective, identifying key knowledge gaps and priority areas for future research. The combination of large, concentrated carbon fluxes and rapid change makes cities key elements of the carbon cycle and offers the potential for them to serve as “first responders” for climate action. Estimates of urban-scale carbon fluxes are significantly more uncertain than at larger spatial scales, in part because past studies have mostly avoided local/urban scales where the mix of anthropogenic and natural fluxes is complex and difficult to observationally isolate. To develop effective emission reduction policies, we need to understand emission sources and how they may be changing. Such improved quantification and understanding of underlying processes at the urban scale will not only provide policy-relevant information and improve the understanding of urban dynamics and future scenarios, but will also translate into better global-scale anthropogenic flux estimates, and advance our understanding of carbon cycle and climate feedbacks across multiple scales. Understanding the relationship between urbanization and urban carbon flows requires intellectual integration with research communities beyond the natural sciences. Cities can serve as interdisciplinary process laboratories that are sufficiently constrained in both spatial and governance scale to support truly integrated research by the natural sciences, social sciences, and engineering. A thoughtfully crafted science research agenda that is grounded in sustained, dense observations relevant to estimating urban carbon fluxes and their controlling processes and is focused on a statistically significant sample of cities will advance our understanding of the carbon cycle.","2014","2020-04-21 23:24:11","2020-10-07 16:27:08","","473-495","","10","2","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\HDGKJUED\Hutyra et al. - 2014 - Urbanization and the Carbon Cycle Current Capabil.pdf","","Carbon Cycle; Journal Article; Urban forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XKYDUK3","journalArticle","2017","Huntzinger, D. N.; Michalak, A. M.; Schwalm, C.; Ciais, P.; King, A. W.; Fang, Y.; Schaefer, K.; Wei, Y.; Cook, R. B.; Fisher, J. B.; Hayes, D.; Huang, M.; Ito, A.; Jain, A. K.; Lei, H.; Lu, C.; Maignan, F.; Mao, J.; Parazoo, N.; Peng, S.; Poulter, B.; Ricciuto, D.; Shi, X.; Tian, H.; Wang, W.; Zeng, N.; Zhao, F.","Uncertainty in the response of terrestrial carbon sink to environmental drivers undermines carbon-climate feedback predictions","Science Reports","","2045-2322 (Electronic) 2045-2322 (Linking)","10.1038/s41598-017-03818-2","","Terrestrial ecosystems play a vital role in regulating the accumulation of carbon (C) in the atmosphere. Understanding the factors controlling land C uptake is critical for reducing uncertainties in projections of future climate. The relative importance of changing climate, rising atmospheric CO2, and other factors, however, remains unclear despite decades of research. Here, we use an ensemble of land models to show that models disagree on the primary driver of cumulative C uptake for 85% of vegetated land area. Disagreement is largest in model sensitivity to rising atmospheric CO2 which shows almost twice the variability in cumulative land uptake since 1901 (1 s.d. of 212.8 PgC vs. 138.5 PgC, respectively). We find that variability in CO2 and temperature sensitivity is attributable, in part, to their compensatory effects on C uptake, whereby comparable estimates of C uptake can arise by invoking different sensitivities to key environmental conditions. Conversely, divergent estimates of C uptake can occur despite being based on the same environmental sensitivities. Together, these findings imply an important limitation to the predictability of C cycling and climate under unprecedented environmental conditions. We suggest that the carbon modeling community prioritize a probabilistic multi-model approach to generate more robust C cycle projections.","2017-07","2020-04-21 23:24:11","2020-10-07 16:27:08","","4765","","1","7","","","","","","","","","","","","","","28684755","","","","","D:\Adatafolder\Zotero\storage\QTL4IGCJ\Huntzinger et al. - 2017 - Uncertainty in the response of terrestrial carbon .pdf","","Journal Article; Flux; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRA9ZCTD","journalArticle","2000","Houghton, R. A.; Hackler, J. L.","Changes in Terrestrial Carbon Storage in the United States. 1: the Roles of Agriculture and Forestry","Global Ecology and Biogeography","","1466-822X 1466-8238","10.1046/j.1365-2699.2000.00166.x","","1 Changes in the areas of croplands and pastures, and rates of wood harvest in seven regions of the United States, including Alaska, were derived from historical statistics for the period 1700–1990. These rates of land-use change were used in a cohort model, together with equations defining the changes in live vegetation, slash, wood products and soil that follow a change in land use, to calculate the annual flux of carbon to the atmosphere from changes in land use. 2 The calculated flux increased from less than 10 TgC/yr in 1700 to a maximum of about 400 TgC/yr around 1880 and then decreased to approximately zero by 1950. The total flux for the 290-year period was a release of 32.6 PgC. The area of forests and woodlands declined by 42% (160x10^6 ha), releasing 29 PgC, or 90% of the total flux. Cultivation of soils accounted for about 25% of the carbon loss. Between 1950 and 1990 the annual flux of carbon was approximately zero, although eastern forests were accumulating carbon. 3 When the effects of fire and fire exclusion (reported in a companion paper) were added to this analysis of land-use change, the uptake of carbon calculated for forests was similar in magnitude to the uptake measured in forest inventories, suggesting that past harvests account for a significant fraction of the observed carbon sink in forests. 4 Changes in the management of croplands between 1965 and 1990 may have led to an additional accumulation of carbon, not included in the 32.6 PgC release, but even with this additional non-forest sink, the calculated accumulation of carbon in the United States was an order of magnitude smaller than the North American carbon sink inferred recently from atmospheric data and models.","2000","2020-04-21 23:24:11","2020-10-07 00:40:30","","125-144","","2","9","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\VDJZQVFU\Houghton and Hackler - 2000 - Changes in Terrestrial Carbon Storage in the Unite.pdf","","Pools; Journal Article; Agriculture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36WTDLN5","journalArticle","2011","Heath, L.S.; Smith, J.E.; Skog, K.E.; Nowak, D.J.; Woodall, C.W.","Managed Forest Carbon Estimates For the US Greenhouse Gas Inventory, 1990-2008","Journal of Forestry","","","","https://www.nrs.fs.fed.us/pubs/jrnl/2011/nrs_2011_heath_002.pdf","Land-use change and forestry is the major category featuring carbon sequestration in the annual US Greenhouse Gas Inventory, required by the United Nations Framework Convention on Climate Change. We describe the National Greenhouse Gas Inventory and present the sources of our data and methods and the most recent results. Forests and forest products in the United States sequestered more than -790 million metric tn of CO2 equivalent in 2008, on 253 million ha of forestland. This estimate represents a net increase in carbon, including effects of growth, harvests, or other disturbances of forest ecosystems, as well as carbon stored in harvested wood products. Both area and carbon density of these forestlands have increased since 1990, the first year estimates are required. Currently, 89% of net annual sequestration is in the forest ecosystem, and the balance is net carbon addition to harvested wood products.","2011","2020-04-21 23:24:11","2020-10-07 00:03:59","","167-173","","3","109","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\65Y3X3SS\Heath et al. - 2011 - Managed Forest Carbon Estimates For the US Greenho.pdf","","Management; Pools; Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFH9FZPH","journalArticle","2014","Hayes, Daniel J.; Kicklighter, David W.; McGuire, A. David; Chen, Min; Zhuang, Qianlai; Yuan, Fengming; Melillo, Jerry M.; Wullschleger, Stan D.","The impacts of recent permafrost thaw on land–atmosphere greenhouse gas exchange","Environmental Research Letters","","1748-9326","10.1088/1748-9326/9/4/045005","","Permafrost thaw and the subsequent mobilization of carbon (C) stored in previously frozen soil organic matter (SOM) have the potential to be a strong positive feedback to climate. As the northern permafrost region experiences as much as a doubling of the rate of warming as the rest of the Earth, the vast amount of C in permafrost soils is vulnerable to thaw, decomposition and release as atmospheric greenhouse gases. Diagnostic and predictive estimates of highlatitude terrestrial C fluxes vary widely among different models depending on how dynamics in permafrost, and the seasonally thawed ‘active layer’ above it, are represented. Here, we employ a process based model simulation experiment to assess the net effect of active layer dynamics on this ‘permafrost carbon feedback’ in recent decades, from 1970 to 2006, over the circumpolar domain of continuous and discontinuous permafrost. Over this time period, the model estimates a mean increase of 6.8 cm in active layer thickness across the domain, which exposes a total of 11.6 Pg C of thawed SOM to decomposition. According to our simulation experiment, mobilization of this previously frozen C results in an estimated cumulative net source of 3.7 Pg C to the atmosphere since 1970 directly tied to active layer dynamics. Enhanced decomposition from the newly exposed SOM accounts for the release of both CO2 (4.0 Pg C) and CH4 (0.03 Pg C), but is partially compensated by CO2 uptake (0.3 Pg C) associated with enhanced net primary production of vegetation. This estimated net C transfer to the atmosphere from permafrost thaw represents a significant factor in the overall ecosystem carbon budget of the PanArctic, and a nontrivial additional contribution on top of the combined fossil fuel emissions from the eight Arctic nations over this time period.","2014","2020-04-21 23:24:11","2021-12-03 19:05:05","","045005","","4","9","","","","","","","","","","","","","","","","","","","D:\Adatafolder\Zotero\storage\KUTSQ8VW\Hayes et al. - 2014 - The impacts of recent permafrost thaw on land–atmo.pdf","","Journal Article; Flux; Soil; Perfmafrost; Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IV58JMKD","journalArticle","1990","Harmon, ME; Ferrell, WK; Franklin, JF","Effects on carbon storage of conversion of old-growth forests to young forests","Science","","0036-8075","10.1126/science.247.4943.699","","Simulations of carbon storage suggest that conversion of old-growth forests to young fast-growing forests will not decrease atmospheric carbon dioxide (CO2) in general, as has been suggested recently. During simulated timber harvest, on-site carbon storage is reduced considerably and does not approach old-growth storage capacity for at least 200 years. Even when sequestration of carbon in wooden buildings is induded in the models, timber harvest results in a net flux of CO2 to the atmosphere. To offset this effect, the production oflumber and other long-term wood products, as well as the lifespan of buildings, would have to increase markedly. Mass balance calculations indicate that the conversion of 5 x 106 hectares ofold-growth forests to younger plantations in western Oregon and Washington in the last 100 years has added 1.5 x 109 to 1.8 x 109 megagrams of carbon to the atmosphere.","1990-02-09","2019-10-29 21:42:24","2020-10-06 23:46:48","","699-702","","4943","247","","","","","","","","","","","","","","","","","WOS:A1990CM84300034","","D:\Adatafolder\Zotero\storage\EHDIEC7R\Harmon et al. - 1990 - Effects on carbon storage of conversion of old-gro.pdf","","Pools; Journal Article; Flux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSTEBZS8","report","2010","Zhou, Xiaoping; Hemstrom, Miles A.","Timber volume and aboveground live tree biomass estimations for landscape analyses in the Pacific Northwest","","","","","https://www.fs.usda.gov/treesearch/pubs/35638","Timber availability, aboveground tree biomass, and changes in aboveground carbon pools are important consequences of landscape management. There are several models available for calculating tree volume and aboveground tree biomass pools. This paper documents species-specific regional equations for tree volume and aboveground live tree biomass estimation that might be used to examine consequences of midscale landscape management in the Pacific Northwest. These regional equations were applied to a landscape in the upper Deschutes study area in central Oregon. We demonstrate an analysis of the changes in aboveground tree biomass and wood product availability at the scale of several watersheds on general forest lands under an active fuel-treatment management scenario. Our approach lays a foundation for further landscape management analysis, such as financial analysis of timber product and biomass supply, forest carbon sequestration, wildlife habitat suitability, and fuel reduction related studies.","2010","2019-05-16 22:26:51","2020-10-14 16:42:30","2019-05-13 23:13:04","31","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Crossref","","DOI: 10.2737/PNW-GTR-819","","D:\Adatafolder\Zotero\storage\2DYBWAQ8\Zhou and Hemstrom - 2010 - Timber volume and aboveground live tree biomass es.pdf","","Modeling; Biomass; GTR","","","","","","","","","","","","","","","","","","","","PNW-GTR-819","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434P88N3","report","2015","Schleeweis, Karen; Huang, Chengquan; Rishmawi, Khaldoun; Zhao, Feng Aron; Masek, Jeffrey G; Houghton, Richard A; Goward, Samuel N","USING FIA AND LANDSAT OBSERVATIONS TO IMPROVE THE SPATIAL AND TEMPORAL RESOLUTION OF FOREST CARBON ESTIMATES","","","","","","For nearly a decade, the USFS FIA, NASA, and the University of Maryland have collaborated on the NASA/NACP funded North American Forest Dynamics (NAFD) project, and developed new approaches for annual mapping of CONUS forest dynamics (1984-2011). Building on this foundation of empirical research and results, the collaboration will continue with a new Carbon Cycle Science Synthesis Research effort to improve the spatial and temporal estimation of forest related carbon emissions. This newly funded study will 1) produce annual age and biomass maps and 2) use these national products to advance estimates from a Carbon Bookkeeping model. The work will allow the model to calculate carbon fluxes from forest disturbances and postdisturbance recovery processes with unprecedented spatial and temporal details. Using NAFD disturbance maps and spectral trajectories from Landsat time-series stacks, forest areas can be separated into three broad age categories. “Young” forests had standclearing disturbance occurring with known year between 1985 and 2013. “Middle-aged” forests are areas recovering to forest include pixels that were not identified as forest (spectrally) in 1984 but became forested in later years, or forests that grew substantially over 30 years as indicated by trends in the 30-year Landsat surface reflectance record. “Old” forests include locations that remained forested between 1984 and 2014 and showed no obvious trend in the 30-year Landsat record. During this presentation, the three- tiered approach to model per pixel estimates of age and biomass using NAFD products and FIA plot data will be discussed along with results from prototype studies and updates to the bookkeeping model.","2015","2019-05-16 22:26:51","2020-10-08 23:49:38","","139-139","","","","","","","","","","New Directions in Inventory Techniques & Applications Forest Inventory & Analysis (FIA) Symposium 2015","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Zotero","","","","D:\Adatafolder\Zotero\storage\V6TC2GCY\Schleeweis et al. - 2015 - USING FIA AND LANDSAT OBSERVATIONS TO IMPROVE THE .pdf","","Biomass; GTR; FIA","","","","","","","","","","","","","","","","","","","","PNW-GTR-931","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDN5L6Z2","report","2015","Nicholls, David; Barnes, Frank; Acrea, Felicia; Chen, Chinling; Buluç, Lara Y.; Parker, Michele M.","Top-down and bottom-up approaches to greenhouse gas inventory methods—a comparison between national- and forest-scale reporting methods","","","","","https://www.fs.usda.gov/treesearch/pubs/48364","Federal agencies are mandated to measure, manage, and reduce greenhouse gas (GHG) emissions. The General Services Administration (GSA) Carbon Footprint Tool (CFT) is an online tool built to utilize measured GHG inventories to help Forest Service units streamline reporting and make informed decisions about operational efficiency. In fiscal year 2013, the Forest Service Sustainable Operations GHG Tracking Team completed GHG inventories of three Forest Service units to compare top-down (national) and bottom-up (local) inventory reporting approaches. In this report, the Track to Zero Team (formerly the GHG Tracking Team) and Sustainability Science Team summarize the top-down and bottom-up approaches to GHG inventories collected and data input into the GSA CFT for the three pilot units: the Northern Research Station Institute for Applied Ecosystem Studies, (Rhinelander, Wisconsin, location), the Stevensville Ranger District (Bitterroot National Forest, Stevensville, Montana), and the Tongass National Forest (Alaska). Because both top-down and bottom-up reporting methods and the scale of the three pilot units differ significantly enough to preclude quantitative analysis, this report will use qualitative analysis to compare (1) sources and methods of obtaining information, (2) ease of data access to GHG inventories, (3) level of accuracy of data within the inventories, (4) confidence in data accuracy, and (5) level of data aggregation. By conducting these pilots and comparing the top-down results from the national GHG inventory with the bottom-up or local results, we will identify methods to improve the accuracy of local GHG inventorying and tracking, strengthen the connection between local and national GHG inventories, and promote information sharing.","2015","2019-05-16 22:26:51","2020-10-07 23:27:47","2019-05-13 23:13:06","30","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Crossref","","DOI: 10.2737/PNW-GTR-906","","D:\Adatafolder\Zotero\storage\RV59C6RR\Nicholls et al. - 2015 - Top-down and bottom-up approaches to greenhouse ga.pdf","","Modeling; Pools; GTR","","","","","","","","","","","","","","","","","","","","PNW-GTR-906","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HA33NUF","report","2015","Domke, Grant M; Coulston, John W; Woodall, Christopher W","THE NEW FOREST CARBON ACCOUNTING FRAMEWORK FOR THE UNITED STATES","","","","","","The forest carbon accounting system used in recent National Greenhouse Gas Inventories (NGHGI) was developed more than a decade ago when the USDA Forest Service, Forest Inventory and Analysis annual inventory system was in its infancy and contemporary questions regarding the terrestrial sink (e.g., attribution) did not exist. The time has come to develop a new framework that can quickly address new questions, enables forest carbon analytics, and uses all the inventory information (e.g., disturbances and land use change) while having the flexibility to engage a wider breadth of stakeholders and partner agencies. The Forest Carbon Accounting Framework (FCAF) is comprised of a forest dynamics module and a land use dynamics module. Together these modules produce data-driven estimates of carbon stocks and stock changes in forest ecosystems that are sensitive to carbon sequestration, forest aging, and disturbance effects as well as carbon stock transfers associated with afforestation and deforestation. The new accounting system was used in the 2016 NGHGI report and research is currently underway to incorporate emerging non-live tree carbon pool data, remotely sensed information, and auxiliary data (e.g., climate data) into the FCAF.","2015","2019-05-16 22:26:51","2020-10-05 22:47:53","","110-110","","","","","","","","","","New Directions in Inventory Techniques & Applications Forest Inventory & Analysis (FIA) Symposium 2015","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Zotero","","","","D:\Adatafolder\Zotero\storage\FXRBXEIX\Domke et al. - 2015 - THE NEW FOREST CARBON ACCOUNTING FRAMEWORK FOR THE.pdf","","GTR; Policy","","","","","","","","","","","","","","","","","","","","PNW-GTR-931","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HBMZXEK","report","2008","Donnegan, Joseph; Campbell, Sally; Azuma, David","Oregon's Forest Resources, 2001-2005: Five-Year Forest Inventory and Analysis Report","","","","","","This report highlights key findings from the most recent (2001–2005) data collected by the Pacific Northwest Forest Inventory and Analysis (PNW-FIA) Program across all ownerships in Oregon. We present basic resource information such as forest area, land use change, ownership, volume, biomass, and carbon sequestration; structure and function topics such as biodiversity, older forests, dead wood, and riparian forests; disturbance topics such as insects and diseases, fire, invasive plants, and air pollution; and information about the forest products industry in Oregon, including data on tree growth and mortality, removals for timber products, and nontimber forest products. The appendices describe inventory methods and design in detail and provide summary tables of data, with statistical error, for the suite of forest characteristics sampled","2008","2019-05-16 22:26:51","2020-10-05 22:53:57","","186","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Zotero","","","","D:\Adatafolder\Zotero\storage\CE2U7DZX\Donnegan et al. - 2008 - Oregon's Forest Resources, 2001-2005 Five-Year Fo.pdf","","Pools; GTR; Oregon; FIA","","","","","","","","","","","","","","","","","","","","PNW-GTR-765","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKULQX6T","report","2014","Nielsen, Anne Sofie Elburg; Plantinga, Andrew J.; Alig, Ralph J.","New cost estimates for carbon sequestration through afforestation in the United States","","","","","https://www.fs.usda.gov/treesearch/pubs/45563","This report provides new cost estimates for carbon sequestration through afforestation in the United States. We extend existing studies of carbon sequestration costs in several important ways, while ensuring the transparency of our approach. We clearly identify all components of our cost estimates so that other researchers can reconstruct our results as well as use our data for other purposes. Our cost estimates have five distinguishing features: (1) we estimate costs for each county in the contiguous United States; (2) we include afforestation of rangeland, in addition to cropland and pasture; (3) our opportunity cost estimates account for capitalized returns to future development (including associated option values) in addition to returns to agricultural production; (4) we develop a new set of forest establishment costs for each county; and (5) we incorporate data on Holdridge life zones to limit afforestation in locations where temperature and moisture availability prohibit forest growth. We find that at a carbon price of $50/ton, approximately 200 million tons of carbon would be sequestered annually through afforestation. At a price of $100/ton, an additional 100 million tons of carbon would be sequestered each year. Our estimates closely match those in earlier econometric studies for relatively low carbon prices, but diverge at higher carbon prices. Accounting for climatic constraints on forest expansion has important effects on cost estimates. Keywords: Carbon sequestration, afforestation, cost estimates.","2014","2019-05-16 22:26:51","2021-12-07 19:54:54","2019-05-13 23:09:12","35","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Crossref","","DOI: 10.2737/PNW-GTR-888","","D:\Adatafolder\Zotero\storage\9M4AZLMX\Nielsen et al. - 2014 - New cost estimates for carbon sequestration throug.pdf","","Sequestration; GTR; Growth; Economics","","","","","","","","","","","","","","","","","","","","PNW-GTR-888","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK5BTT5Z","report","2015","Nicholls, David; Patterson, Trista","Greenhouse Gas Emissions Versus Forest Sequestration in Temperate Rain Forests—A Synthesis for Southeast Alaska Communities","","","","","","Sitka, Alaska, has substantial hydroelectric resources, limited driving distances, and a conservation-minded community, all suggesting strong opportunities for achieving a low community carbon footprint. In this research we evaluate the level of carbon dioxide (CO2) emissions from Sitka and compare this to the estimated CO2 sequestration potential of forest ecosystems. We determine whether a carbonneutral community is attained when these two factors are balanced. Our analysis consisted of two parts: estimating anthropogenic CO2 emissions from Sitka, and comparing this value to estimates of carbon sequestration from forests on Baranof Island in southeast Alaska. We found total estimated anthropogenic emissions from Sitka to be in the range of 100,000 to 150,000 Mg carbon per year. Carbon sequestration by forests on Baranof Island was conservatively estimated to be more than 250,000 Mg carbon per year. This estimate was extrapolated from studies evaluating net ecosystem productivity of forests similar to those in southeast Alaska. Further reductions in anthropogenic emissions are still possible in Sitka. The expansion of the Blue Lake hydroelectric generating facility (adding up to 34,000 megawatt-hours per year of energy) could further reduce Sitka’s carbon footprint.","2015-12","2019-05-16 22:26:51","2020-10-07 23:29:06","","32","","","","","","","","","","General Technical Report","U.S. Department of Agriculture, Forest Service, Pacific Northwest Research Station","Portland, OR","en","","Government publication","","","Zotero","","","","D:\Adatafolder\Zotero\storage\GLZDW4B5\Nicholls and Patterson - 2015 - Greenhouse Gas Emissions Versus Forest Sequestrati.pdf","","Sequestration; Alaska; GTR; Flux","","","","","","","","","","","","","","","","","","","","PNW-GTR-918","","","","","","","","","","","","","","","","","","","","","","","","","","",""
